0,4001,2022-02-21,08:00:35,30.31,Cole,4
1,1001,2022-02-21,08:01:10,7.98,Weston,1
2,2001,2022-02-21,08:01:45,44.77,Weston,2
3,3001,2022-02-21,08:02:20,15.589999999999998,Weston,3
4,3002,2022-02-21,08:02:55,1.75,Cole,3
5,1002,2022-02-21,08:03:30,10.75,Ryan,1
6,1003,2022-02-21,08:04:05,16.02,Logan,1
7,3003,2022-02-21,08:04:40,9.68,Prof Ritchie,3
8,4002,2022-02-21,08:05:15,24.32,Prof Ritchie,4
9,3004,2022-02-21,08:05:50,56.02,Weston,3
10,2002,2022-02-21,08:06:25,63.61,Prof Ritchie,2
11,3005,2022-02-21,08:07:00,1.31,Weston,3
12,2003,2022-02-21,08:07:35,4.27,Weston,2
13,1004,2022-02-21,08:08:10,71.93,Ryan,1
14,2004,2022-02-21,08:08:45,80.33,Logan,2
15,1005,2022-02-21,08:09:20,51.59,Weston,1
16,1006,2022-02-21,08:09:55,55.67,Logan,1
17,3006,2022-02-21,08:10:30,11.46,Prof Ritchie,3
18,1007,2022-02-21,08:11:05,1.71,Prof Ritchie,1
19,4003,2022-02-21,08:11:40,55.33,Weston,4
20,3007,2022-02-21,08:12:15,3.42,Logan,3
21,1008,2022-02-21,08:12:50,19.1,Logan,1
22,4004,2022-02-21,08:13:25,80.78999999999999,Cole,4
23,1009,2022-02-21,08:14:00,63.03,Weston,1
24,4005,2022-02-21,08:14:35,14.57,Cole,4
25,1010,2022-02-21,08:15:10,41.43,Weston,1
26,4006,2022-02-21,08:15:45,17.91,Prof Ritchie,4
27,2005,2022-02-21,08:16:20,20.64,Logan,2
28,3008,2022-02-21,08:16:55,9.74,Logan,3
29,4007,2022-02-21,08:17:30,27.09,Prof Ritchie,4
30,2006,2022-02-21,08:18:05,36.980000000000004,Weston,2
31,4008,2022-02-21,08:18:40,27.27,Cole,4
32,4009,2022-02-21,08:19:15,6.06,Ryan,4
33,3009,2022-02-21,08:19:50,19.279999999999998,Weston,3
34,4010,2022-02-21,08:20:25,4.6,Cole,4
35,1011,2022-02-21,08:21:00,62.39,Logan,1
36,4011,2022-02-21,08:21:35,47.75,Ryan,4
37,1012,2022-02-21,08:22:10,53.730000000000004,Logan,1
38,1013,2022-02-21,08:22:45,30.32,Ryan,1
39,1014,2022-02-21,08:23:20,81.39,Prof Ritchie,1
40,2007,2022-02-21,08:23:55,82.91,Weston,2
41,4012,2022-02-21,08:24:30,0.8400000000000001,Logan,4
42,3010,2022-02-21,08:25:05,2.04,Logan,3
43,1015,2022-02-21,08:25:40,18.45,Logan,1
44,3011,2022-02-21,08:26:15,10.86,Weston,3
45,3012,2022-02-21,08:26:50,38.0,Logan,3
46,2008,2022-02-21,08:27:25,40.79,Cole,2
47,3013,2022-02-21,08:28:00,7.0,Ryan,3
48,2009,2022-02-21,08:28:35,38.92,Cole,2
49,1016,2022-02-21,08:29:10,61.81,Ryan,1
50,3014,2022-02-21,08:29:45,6.06,Logan,3
51,2010,2022-02-21,08:30:20,16.5,Logan,2
52,1017,2022-02-21,08:30:55,23.64,Logan,1
53,1018,2022-02-21,08:31:30,9.23,Logan,1
54,4013,2022-02-21,08:32:05,1.81,Cole,4
55,4014,2022-02-21,08:32:40,30.84,Ryan,4
56,2011,2022-02-21,08:33:15,7.77,Ryan,2
57,1019,2022-02-21,08:33:50,6.8999999999999995,Ryan,1
58,4015,2022-02-21,08:34:25,39.51,Ryan,4
59,1020,2022-02-21,08:35:00,31.57,Logan,1
60,4016,2022-02-21,08:35:35,9.88,Prof Ritchie,4
61,2012,2022-02-21,08:36:10,5.82,Cole,2
62,2013,2022-02-21,08:36:45,9.870000000000001,Logan,2
63,3015,2022-02-21,08:37:20,9.48,Logan,3
64,2014,2022-02-21,08:37:55,6.84,Logan,2
65,2015,2022-02-21,08:38:30,15.48,Ryan,2
66,1021,2022-02-21,08:39:05,31.759999999999998,Cole,1
67,4017,2022-02-21,08:39:40,5.26,Weston,4
68,2016,2022-02-21,08:40:15,22.6,Logan,2
69,1022,2022-02-21,08:40:50,30.3,Weston,1
70,4018,2022-02-21,08:41:25,56.54,Logan,4
71,3016,2022-02-21,08:42:00,47.08,Prof Ritchie,3
72,2017,2022-02-21,08:42:35,48.39,Cole,2
73,1023,2022-02-21,08:43:10,25.64,Ryan,1
74,4019,2022-02-21,08:43:45,8.100000000000001,Ryan,4
75,1024,2022-02-21,08:44:20,46.35,Logan,1
76,2018,2022-02-21,08:44:55,38.64,Prof Ritchie,2
77,2019,2022-02-21,08:45:30,6.55,Weston,2
78,1025,2022-02-21,08:46:05,10.36,Cole,1
79,4020,2022-02-21,08:46:40,1.97,Logan,4
80,3017,2022-02-21,08:47:15,31.380000000000003,Prof Ritchie,3
81,2020,2022-02-21,08:47:50,5.92,Ryan,2
82,3018,2022-02-21,08:48:25,34.11,Ryan,3
83,4021,2022-02-21,08:49:00,39.46,Ryan,4
84,4022,2022-02-21,08:49:35,42.27,Weston,4
85,3019,2022-02-21,08:50:10,70.72999999999999,Logan,3
86,1026,2022-02-21,08:50:45,32.71,Logan,1
87,3020,2022-02-21,08:51:20,35.0,Logan,3
88,3021,2022-02-21,08:51:55,12.280000000000001,Logan,3
89,4023,2022-02-21,08:52:30,38.94,Weston,4
90,4024,2022-02-21,08:53:05,0.0,Ryan,4
91,1027,2022-02-21,08:53:40,32.160000000000004,Cole,1
92,3022,2022-02-21,08:54:15,12.12,Weston,3
93,3023,2022-02-21,08:54:50,13.1,Prof Ritchie,3
94,2021,2022-02-21,08:55:25,4.91,Ryan,2
95,1028,2022-02-21,08:56:00,24.94,Cole,1
96,3024,2022-02-21,08:56:35,0.0,Ryan,3
97,2022,2022-02-21,08:57:10,28.57,Cole,2
98,4025,2022-02-21,08:57:45,20.17,Ryan,4
99,3025,2022-02-21,08:58:20,32.73,Cole,3
100,1029,2022-02-21,08:58:55,10.07,Cole,1
101,3026,2022-02-21,08:59:30,8.16,Prof Ritchie,3
102,2023,2022-02-21,09:00:05,16.95,Logan,2
103,4026,2022-02-21,09:00:40,45.51,Weston,4
104,1030,2022-02-21,09:01:15,69.65,Logan,1
105,4027,2022-02-21,09:01:50,12.83,Logan,4
106,1031,2022-02-21,09:02:25,7.0,Logan,1
107,2024,2022-02-21,09:03:00,37.050000000000004,Weston,2
108,3027,2022-02-21,09:03:35,8.04,Logan,3
109,2025,2022-02-21,09:04:10,6.34,Ryan,2
110,3028,2022-02-21,09:04:45,61.71000000000001,Ryan,3
111,2026,2022-02-21,09:05:20,6.279999999999999,Cole,2
112,4028,2022-02-21,09:05:55,35.629999999999995,Prof Ritchie,4
113,3029,2022-02-21,09:06:30,33.57,Ryan,3
114,3030,2022-02-21,09:07:05,24.02,Ryan,3
115,3031,2022-02-21,09:07:40,73.10000000000001,Logan,3
116,3032,2022-02-21,09:08:15,20.42,Weston,3
117,1032,2022-02-21,09:08:50,11.0,Weston,1
118,2027,2022-02-21,09:09:25,82.81,Cole,2
119,3033,2022-02-21,09:10:00,40.95,Ryan,3
120,2028,2022-02-21,09:10:35,3.35,Weston,2
121,1033,2022-02-21,09:11:10,18.61,Cole,1
