2022-02-21,fried_batter,525.0,35018.0,34650.0,157.0
2022-02-21,bun,525.0,11496.0,11025.0,54.0
2022-02-21,chicken_patty,700.0,32802.5,32200.0,97.5
2022-02-21,pickle_chips,1750.0,38338.0,36750.0,162.0
2022-02-21,lettuce,350.0,2072.0,1750.0,28.0
2022-02-21,tomato,350.0,2072.0,1750.0,28.0
2022-02-21,cheese,262.5,4423.5,4200.0,39.0
2022-02-21,spice,1050.0,17806.0,16800.0,44.0
2022-02-21,chicken_nuggets,7000.0,216634.5,210000.0,365.5
2022-02-21,chicken_strips,5250.0,15731.0,10500.0,19.0
2022-02-21,flat_bread,262.5,1041.0,787.5,9.0
2022-02-21,mixed_greens,700.0,22325.5,21700.0,74.5
2022-02-21,shredded_monterey_jack,1050.0,10476.0,9450.0,24.0
2022-02-21,waffle_fries,10500.0,587850.52,577500.0,149.48000000000002
2022-02-21,roasted_corn_kernels,350.0,1045.0,700.0,5.0
2022-02-21,crumbled_bacon,350.0,1045.0,700.0,5.0
2022-02-21,avacado_lime_dressing,700.0,2095.0,1400.0,5.0
2022-02-21,red_bell_pepers,525.0,1570.0,1050.0,5.0
2022-02-21,grape tomatoes,875.0,2600.0,1750.0,25.0
2022-02-21,hard_boiled_egg,262.5,782.5,525.0,5.0
2022-02-21,blue_cheese,350.0,9385.0,9100.0,65.0
2022-02-21,apples,350.0,9385.0,9100.0,65.0
2022-02-21,strawberries,350.0,9385.0,9100.0,65.0
2022-02-21,blueberries,350.0,9385.0,9100.0,65.0
2022-02-21,harvest_nut_granola,350.0,9385.0,9100.0,65.0
2022-02-21,zesty_apple_vinagrette,350.0,9385.0,9100.0,65.0
2022-02-21,chicken_tenders,7000.0,34978.0,28000.0,22.0
2022-02-21,biscuit,525.0,8886.0,8400.0,39.0
2022-02-21,chicken_mini_bread,1750.0,12208.0,10500.0,42.0
2022-02-21,butter,525.0,1049.0,525.0,1.0
2022-02-21,bacon,525.0,2617.0,2100.0,8.0
2022-02-21,tortilla,350.0,1740.0,1400.0,10.0
2022-02-21,eggs,350.0,5565.0,5250.0,35.0
2022-02-21,sausage,175.0,346.0,175.0,4.0
2022-02-21,bagel,175.0,1732.0,1575.0,18.0
2022-02-21,oatmeal,175.0,348.0,175.0,2.0
2022-02-21,fruit,350.0,4521.5,4200.0,28.5
2022-02-21,cream_cheese,175.0,521.0,350.0,4.0
2022-02-21,hash_brown,700.0,3490.0,2800.0,10.0
2022-02-21,yogurt_parfait,175.0,862.0,700.0,13.0
2022-02-21,cinamon_cluster,175.0,693.0,525.0,7.0
2022-02-21,lemonade,3500.0,87426.4,84000.0,73.60000000000001
2022-02-21,straw,10500.0,1102228.0,1092000.0,272.0
2022-02-21,small_drink_cup,3500.0,69953.0,66500.0,47.0
2022-02-21,medium_drink_cup,3500.0,227328.0,224000.0,172.0
2022-02-21,large_drink_cup,3500.0,76947.0,73500.0,53.0
2022-02-21,lemonade_diet,1750.0,24470.2,22750.0,29.800000000000004
2022-02-21,ice_tea_unsweet,3500.0,38471.7,35000.0,28.299999999999997
2022-02-21,ice_tea_sweet,3500.0,55922.0,52500.0,78.0
2022-02-21,soft_drink,10500.0,577343.8,567000.0,156.19999999999996
2022-02-21,dasani_water_bottle,525.0,1048.0,525.0,2.0
2022-02-21,orange_juice_bottle,525.0,3664.0,3150.0,11.0
2022-02-21,apple_juice,525.0,2092.0,1575.0,8.0
