0,3001,2022-02-21,06:08:36,21.04,Ryan,3
1,1001,2022-02-21,06:17:12,41.79,Weston,1
2,3002,2022-02-21,06:25:48,18.9,Logan,3
3,4001,2022-02-21,06:34:24,23.6,Logan,4
4,4002,2022-02-21,06:43:00,12.84,Logan,4
5,3003,2022-02-21,06:51:36,35.07,Prof Ritchie,3
6,4003,2022-02-21,07:00:12,40.730000000000004,Ryan,4
7,1002,2022-02-21,07:08:48,49.17,Cole,1
8,3004,2022-02-21,07:17:24,40.65,Cole,3
9,1003,2022-02-21,07:26:00,3.42,Cole,1
10,4004,2022-02-21,07:34:36,7.88,Weston,4
11,1004,2022-02-21,07:43:12,64.1,Cole,1
12,1005,2022-02-21,07:51:48,5.62,Ryan,1
13,1006,2022-02-21,08:00:24,53.63000000000001,Prof Ritchie,1
14,3005,2022-02-21,08:09:00,32.91,Logan,3
15,1007,2022-02-21,08:17:36,9.54,Prof Ritchie,1
16,2001,2022-02-21,08:26:12,7.4,Weston,2
17,3006,2022-02-21,08:34:48,0.0,Prof Ritchie,3
18,4005,2022-02-21,08:43:24,17.740000000000002,Cole,4
19,2002,2022-02-21,08:52:00,20.28,Cole,2
20,4006,2022-02-21,09:00:36,22.779999999999998,Weston,4
21,3007,2022-02-21,09:09:12,57.56,Cole,3
22,3008,2022-02-21,09:17:48,29.33,Cole,3
23,1008,2022-02-21,09:26:24,43.78,Logan,1
24,3009,2022-02-21,09:35:00,12.280000000000001,Weston,3
25,1009,2022-02-21,09:43:36,20.87,Prof Ritchie,1
26,2003,2022-02-21,09:52:12,50.76,Cole,2
27,4007,2022-02-21,10:00:48,60.709999999999994,Ryan,4
28,1010,2022-02-21,10:09:24,2.15,Prof Ritchie,1
29,2004,2022-02-21,10:18:00,45.87,Logan,2
30,4008,2022-02-21,10:26:36,46.6,Logan,4
31,2005,2022-02-21,10:35:12,32.21,Prof Ritchie,2
32,4009,2022-02-21,10:43:48,16.560000000000002,Cole,4
33,3010,2022-02-21,10:52:24,11.99,Logan,3
34,3011,2022-02-21,11:01:00,16.19,Cole,3
35,2006,2022-02-21,11:09:36,13.770000000000001,Prof Ritchie,2
36,1011,2022-02-21,11:18:12,0.0,Prof Ritchie,1
37,1012,2022-02-21,11:26:48,3.03,Logan,1
38,1013,2022-02-21,11:35:24,0.0,Weston,1
39,4010,2022-02-21,11:44:00,31.380000000000003,Logan,4
40,1014,2022-02-21,11:52:36,37.99,Weston,1
41,3012,2022-02-21,12:01:12,3.93,Weston,3
42,2007,2022-02-21,12:09:48,30.580000000000002,Prof Ritchie,2
43,2008,2022-02-21,12:18:24,6.34,Weston,2
44,3013,2022-02-21,12:27:00,41.86,Prof Ritchie,3
45,4011,2022-02-21,12:35:36,24.37,Logan,4
46,2009,2022-02-21,12:44:12,7.77,Logan,2
47,4012,2022-02-21,12:52:48,24.740000000000002,Prof Ritchie,4
48,1015,2022-02-21,13:01:24,5.99,Ryan,1
49,1016,2022-02-21,13:10:00,31.71,Weston,1
50,2010,2022-02-21,13:18:36,19.13,Weston,2
51,3014,2022-02-21,13:27:12,58.849999999999994,Prof Ritchie,3
52,3015,2022-02-21,13:35:48,34.27,Ryan,3
53,3016,2022-02-21,13:44:24,98.78,Ryan,3
54,1017,2022-02-21,13:53:00,6.84,Cole,1
55,4013,2022-02-21,14:01:36,13.28,Ryan,4
56,2011,2022-02-21,14:10:12,68.75999999999999,Ryan,2
57,4014,2022-02-21,14:18:48,29.88,Cole,4
58,2012,2022-02-21,14:27:24,34.41,Weston,2
59,2013,2022-02-21,14:36:00,2.62,Ryan,2
60,1018,2022-02-21,14:44:36,37.8,Ryan,1
61,2014,2022-02-21,14:53:12,37.06,Ryan,2
62,2015,2022-02-21,15:01:48,11.84,Ryan,2
63,3017,2022-02-21,15:10:24,30.709999999999997,Ryan,3
64,3018,2022-02-21,15:19:00,56.24000000000001,Prof Ritchie,3
65,3019,2022-02-21,15:27:36,66.66,Ryan,3
66,3020,2022-02-21,15:36:12,41.02,Cole,3
67,1019,2022-02-21,15:44:48,22.139999999999997,Ryan,1
68,2016,2022-02-21,15:53:24,60.57,Ryan,2
69,2017,2022-02-21,16:02:00,12.12,Weston,2
70,2018,2022-02-21,16:10:36,18.5,Prof Ritchie,2
71,2019,2022-02-21,16:19:12,21.200000000000003,Cole,2
72,2020,2022-02-21,16:27:48,53.14,Logan,2
73,1020,2022-02-21,16:36:24,28.349999999999998,Logan,1
74,4015,2022-02-21,16:45:00,29.05,Prof Ritchie,4
75,1021,2022-02-21,16:53:36,5.43,Prof Ritchie,1
76,2021,2022-02-21,17:02:12,0.0,Weston,2
77,1022,2022-02-21,17:10:48,13.01,Cole,1
78,1023,2022-02-21,17:19:24,2.18,Logan,1
79,1024,2022-02-21,17:28:00,48.36,Ryan,1
80,2022,2022-02-21,17:36:36,32.56,Logan,2
81,1025,2022-02-21,17:45:12,9.14,Cole,1
82,3021,2022-02-21,17:53:48,42.760000000000005,Logan,3
83,4016,2022-02-21,18:02:24,43.3,Cole,4
84,2023,2022-02-21,18:11:00,10.98,Prof Ritchie,2
85,3022,2022-02-21,18:19:36,46.42999999999999,Prof Ritchie,3
86,3023,2022-02-21,18:28:12,5.12,Logan,3
87,3024,2022-02-21,18:36:48,55.220000000000006,Weston,3
88,4017,2022-02-21,18:45:24,24.81,Logan,4
89,4018,2022-02-21,18:54:00,6.33,Cole,4
90,1026,2022-02-21,19:02:36,8.07,Ryan,1
91,4019,2022-02-21,19:11:12,55.56,Cole,4
92,4020,2022-02-21,19:19:48,30.21,Weston,4
93,3025,2022-02-21,19:28:24,31.06,Cole,3
94,1027,2022-02-21,19:37:00,7.47,Ryan,1
95,4021,2022-02-21,19:45:36,33.879999999999995,Weston,4
96,3026,2022-02-21,19:54:12,42.83,Weston,3
97,2024,2022-02-21,20:02:48,87.84,Cole,2
98,2025,2022-02-21,20:11:24,38.27,Weston,2
99,3027,2022-02-21,20:20:00,48.78,Weston,3
100,1028,2022-02-21,20:28:36,27.03,Ryan,1
101,2026,2022-02-21,20:37:12,53.129999999999995,Ryan,2
102,4022,2022-02-21,20:45:48,9.09,Prof Ritchie,4
103,4023,2022-02-21,20:54:24,7.88,Prof Ritchie,4
104,1029,2022-02-21,21:03:00,23.52,Prof Ritchie,1
105,3028,2022-02-21,21:11:36,39.17,Logan,3
106,3029,2022-02-21,21:20:12,9.66,Prof Ritchie,3
107,1030,2022-02-21,21:28:48,37.76,Ryan,1
108,1031,2022-02-21,21:37:24,24.53,Prof Ritchie,1
109,1032,2022-02-21,21:46:00,24.66,Ryan,1
110,3030,2022-02-21,21:54:36,35.33,Cole,3
111,4024,2022-02-21,22:03:12,45.410000000000004,Ryan,4
112,4025,2022-02-21,22:11:48,42.43,Prof Ritchie,4
113,4026,2022-02-21,22:20:24,4.26,Logan,4
114,3031,2022-02-21,22:29:00,79.25,Logan,3
